,result idx,result mask idx,comparison result idx,comparison result mask idx,x distance,y distance,x distance per frame,shape * similarity
454,33,1,37,0,-119.7974419817557,-16.149435686407287,29.949360495438924,81.17033
455,33,1,38,0,-181.6615850349014,-39.28460158068236,36.33231700698028,84.64194
456,33,1,39,0,-242.67555767811757,-28.33670711988492,40.44592627968626,100.97633
457,33,1,40,0,-299.61113235788173,-51.84925126398423,42.80159033684025,107.381966
458,33,1,40,1,5.321558654708227,73.1941782111387,0.7602226649583181,537.5092
459,33,1,41,0,-63.73316083424595,-8.330972862400927,7.966645104280744,528.8951
460,34,0,35,0,281.22391857748784,-5.513741762912673,281.22391857748784,2.0064847
461,34,0,36,0,206.41327840584182,37.70316314906137,103.20663920292091,9.575556
462,34,0,37,0,149.5790908569133,-44.92651024796618,49.85969695230443,1.5342234
463,34,0,38,0,87.71494780376759,-68.06167614224125,21.928736950941897,0.6621681
464,34,0,39,0,26.700975160551423,-57.11378168144381,5.340195032110285,0.93195516
465,34,0,40,0,-30.234599519212736,-80.62632582554312,5.039099919868789,2.385389
466,34,0,40,1,274.6980914933772,44.417103649579815,45.7830152488962,122.19005
467,34,0,41,0,205.64337200442304,-37.10804742395982,29.377624572060434,161.06198
468,34,0,42,0,137.9391093117409,-35.25039470956057,17.242388663967613,4.669711
469,34,1,35,0,-67.83870770186697,-24.29917607015028,67.83870770186697,273.83636
470,34,1,36,0,-142.64934787351297,18.91772884182376,71.32467393675648,302.78842
471,34,1,37,0,-199.4835354224415,-63.711944555203786,66.49451180748049,251.94423
472,34,1,38,0,-261.3476784755872,-86.84711044947886,65.3369196188968,240.07295
473,34,1,39,0,-322.36165111880337,-75.89921598868142,64.47233022376068,237.52293
474,34,1,40,0,-379.2972257985675,-99.41176013278073,63.21620429976125,226.58714
475,34,1,40,1,-74.36453478597758,25.631669342342207,12.394089130996264,337.85214
476,34,1,41,0,-143.41925427493175,-55.893481731197426,20.488464896418822,404.0049
477,34,1,42,0,-211.1235169676139,-54.035829016798175,26.39043962095174,309.03485
478,35,0,36,0,-74.81064017164601,43.21690491197404,74.81064017164601,6.7217383
479,35,0,37,0,-131.64482772057454,-39.412768485053505,65.82241386028727,3.478872
480,35,0,38,0,-193.50897077372025,-62.54793437932858,64.50299025790675,3.3583245
481,35,0,39,0,-254.5229434169364,-51.60003991853114,63.6307358542341,1.6427028
482,35,0,40,0,-311.4585180967006,-75.11258406263045,62.29170361934011,3.142589
